Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;gross margin percentage;gross income;Rating
689-16-9784;C;Naypyitaw;Normal;Male;Food and beverages;46.77;6;14031;294651;11/03/2019;13:37:00;Cash;4761904762;14031;6.0
725-56-0833;A;Yangon;Normal;Female;Health and beauty;32.32;10;16.16;339.36;20/02/2019;16:49:00;Credit card;4761904762;16.16;10.0
394-41-0748;C;Naypyitaw;Member;Female;Fashion accessories;54.07;9;243315;5109615;27/01/2019;14:55:00;Ewallet;4761904762;243315;9.5
596-42-3999;B;Mandalay;Normal;Male;Food and beverages;18.22;7;6377;133917;10/03/2019;14:04:00;Credit card;4761904762;6377;6.6
541-89-9860;C;Naypyitaw;Member;Female;Fashion accessories;80.48;3;12072;253512;15/02/2019;12:31:00;Cash;4761904762;12072;8.1
173-82-9529;B;Mandalay;Normal;Female;Fashion accessories;37.95;10;18975;398475;26/01/2019;14:51:00;Cash;4761904762;18975;9.7
563-36-9814;A;Yangon;Member;Male;Electronic accessories;76.82;1;3841;80661;13/02/2019;18:27:00;Ewallet;4761904762;3841;7.2
308-47-4913;A;Yangon;Member;Female;Sports and travel;52.26;10;26.13;548.73;09/03/2019;12:45:00;Credit card;4761904762;26.13;6.2
885-17-6250;A;Yangon;Normal;Female;Health and beauty;79.74;1;3987;83727;06/03/2019;10:36:00;Ewallet;4761904762;3987;7.3
726-27-2396;A;Yangon;Normal;Female;Health and beauty;77.5;5;19375;406875;24/01/2019;20:36:00;Ewallet;4761904762;19375;4.3
316-01-3952;A;Yangon;Normal;Female;Food and beverages;54.27;5;135675;2849175;13/03/2019;14:16:00;Ewallet;4761904762;135675;4.6
760-54-1821;B;Mandalay;Normal;Male;Home and lifestyle;13.59;9;61155;1284255;15/03/2019;10:26:00;Cash;4761904762;61155;5.8
793-10-3222;B;Mandalay;Member;Female;Health and beauty;41.06;6;12318;258678;05/03/2019;13:30:00;Credit card;4761904762;12318;8.3
346-12-3257;B;Mandalay;Member;Male;Electronic accessories;19.24;9;8658;181818;04/03/2019;16:28:00;Cash;4761904762;8658;8.0
110-05-6330;C;Naypyitaw;Normal;Female;Food and beverages;39.43;6;11829;248409;25/03/2019;20:18:00;Credit card;4761904762;11829;9.4
651-61-0874;C;Naypyitaw;Normal;Male;Home and lifestyle;46.22;4;9244;194124;12/03/2019;20:04:00;Credit card;4761904762;9244;6.2
236-86-3015;C;Naypyitaw;Member;Male;Home and lifestyle;13.98;1;0.699;14679;04/02/2019;13:38:00;Ewallet;4761904762;0.699;9.8
831-64-0259;B;Mandalay;Normal;Female;Fashion accessories;39.75;5;99375;2086875;22/02/2019;10:43:00;Ewallet;4761904762;99375;9.6
587-03-7455;C;Naypyitaw;Member;Female;Fashion accessories;97.79;7;342265;7187565;16/02/2019;17:30:00;Ewallet;4761904762;342265;4.9
882-40-4577;A;Yangon;Member;Male;Sports and travel;67.26;4;13452;282492;19/01/2019;15:28:00;Credit card;4761904762;13452;8.0
732-67-5346;A;Yangon;Normal;Male;Food and beverages;13.79;5;34475;723975;11/01/2019;19:07:00;Credit card;4761904762;34475;7.8
725-32-9708;B;Mandalay;Member;Female;Fashion accessories;68.71;4;13742;288582;04/01/2019;19:01:00;Cash;4761904762;13742;4.1
256-08-8343;A;Yangon;Normal;Female;Home and lifestyle;56.53;4;11306;237426;04/03/2019;19:48:00;Ewallet;4761904762;11306;5.5
372-26-1506;C;Naypyitaw;Normal;Female;Fashion accessories;23.82;5;5955;125055;28/01/2019;19:24:00;Ewallet;4761904762;5955;5.4
244-08-0162;B;Mandalay;Normal;Female;Health and beauty;34.21;10;17105;359205;02/01/2019;13:00:00;Cash;4761904762;17105;5.1
569-71-4390;B;Mandalay;Normal;Male;Sports and travel;21.87;2;2187;45927;25/01/2019;14:29:00;Ewallet;4761904762;2187;6.9
132-23-6451;A;Yangon;Member;Male;Health and beauty;20.97;5;52425;1100925;04/01/2019;13:21:00;Cash;4761904762;52425;7.8
696-90-2548;A;Yangon;Normal;Male;Sports and travel;25.84;3;3876;81396;10/03/2019;18:55:00;Ewallet;4761904762;3876;6.6
472-15-9636;A;Yangon;Normal;Male;Home and lifestyle;50.93;8;20372;427812;22/03/2019;19:36:00;Ewallet;4761904762;20372;9.2
268-03-6164;B;Mandalay;Normal;Male;Health and beauty;96.11;1;48055;1009155;25/01/2019;16:28:00;Ewallet;4761904762;48055;7.8
750-57-9686;C;Naypyitaw;Normal;Female;Home and lifestyle;45.38;4;9076;190596;08/01/2019;13:48:00;Credit card;4761904762;9076;8.7
186-09-3669;C;Naypyitaw;Member;Female;Health and beauty;81.51;1;40755;855855;22/01/2019;10:57:00;Ewallet;4761904762;40755;9.2
848-07-1692;B;Mandalay;Normal;Female;Health and beauty;57.22;2;5722;120162;12/01/2019;17:13:00;Ewallet;4761904762;5722;8.3
745-71-3520;A;Yangon;Member;Female;Electronic accessories;25.22;7;8827;185367;04/02/2019;10:23:00;Cash;4761904762;8827;8.2
266-76-6436;C;Naypyitaw;Member;Female;Food and beverages;38.6;3;5.79;121.59;28/03/2019;13:57:00;Ewallet;4761904762;5.79;7.5
740-22-2500;C;Naypyitaw;Normal;Female;Electronic accessories;84.05;3;126075;2647575;23/01/2019;13:29:00;Cash;4761904762;126075;9.8
271-88-8734;C;Naypyitaw;Member;Female;Fashion accessories;97.21;10;48605;1020705;08/02/2019;13:00:00;Credit card;4761904762;48605;8.7
301-81-8610;B;Mandalay;Member;Male;Fashion accessories;25.42;8;10168;213528;19/03/2019;19:42:00;Credit card;4761904762;10168;6.7
489-64-4354;C;Naypyitaw;Normal;Male;Fashion accessories;16.28;1;0.814;17094;09/03/2019;15:36:00;Cash;4761904762;0.814;5.0
198-84-7132;B;Mandalay;Member;Male;Fashion accessories;40.61;9;182745;3837645;02/01/2019;13:40:00;Cash;4761904762;182745;7.0
269-10-8440;A;Yangon;Member;Male;Health and beauty;53.17;7;186095;3907995;21/01/2019;18:01:00;Cash;4761904762;186095;8.9
650-98-6268;B;Mandalay;Member;Female;Food and beverages;20.87;3;31305;657405;20/03/2019;13:53:00;Credit card;4761904762;31305;8.0
741-73-3559;B;Mandalay;Normal;Male;Sports and travel;67.27;5;168175;3531675;27/02/2019;17:27:00;Cash;4761904762;168175;6.9
325-77-6186;A;Yangon;Member;Female;Home and lifestyle;90.65;10;45325;951825;08/03/2019;10:53:00;Ewallet;4761904762;45325;7.3
286-75-7818;B;Mandalay;Normal;Male;Fashion accessories;69.08;2;6908;145068;31/01/2019;19:48:00;Credit card;4761904762;6908;6.9
574-57-9721;C;Naypyitaw;Normal;Male;Food and beverages;43.27;2;4327;90867;08/03/2019;16:53:00;Ewallet;4761904762;4327;5.7
459-50-7686;A;Yangon;Normal;Female;Electronic accessories;23.46;6;7038;147798;13/01/2019;19:14:00;Ewallet;4761904762;7038;6.4
616-87-0016;B;Mandalay;Normal;Male;Fashion accessories;95.54;7;33439;702219;09/03/2019;14:36:00;Credit card;4761904762;33439;9.6
837-55-7229;B;Mandalay;Normal;Female;Fashion accessories;47.44;1;2372;49812;22/02/2019;18:19:00;Credit card;4761904762;2372;6.8
751-69-0068;C;Naypyitaw;Normal;Male;Sports and travel;99.24;9;44658;937818;19/03/2019;19:09:00;Ewallet;4761904762;44658;9.0
257-73-1380;C;Naypyitaw;Member;Male;Sports and travel;82.93;4;16586;348306;20/01/2019;16:51:00;Ewallet;4761904762;16586;9.6
345-08-4992;A;Yangon;Normal;Male;Home and lifestyle;33.99;6;10197;214137;08/03/2019;15:37:00;Credit card;4761904762;10197;7.7
549-96-4200;C;Naypyitaw;Member;Male;Food and beverages;17.04;4;3408;71568;08/03/2019;20:15:00;Ewallet;4761904762;3408;7.0
810-60-6344;C;Naypyitaw;Normal;Female;Electronic accessories;40.86;8;16344;343224;07/02/2019;14:38:00;Credit card;4761904762;16344;6.5
450-28-2866;C;Naypyitaw;Member;Male;Food and beverages;17.44;5;4.36;91.56;15/01/2019;19:25:00;Cash;4761904762;4.36;8.1
394-30-3170;B;Mandalay;Member;Female;Sports and travel;88.43;8;35372;742812;22/03/2019;19:35:00;Credit card;4761904762;35372;4.3
138-17-5109;A;Yangon;Member;Female;Home and lifestyle;89.21;9;401445;8430345;15/01/2019;15:42:00;Credit card;4761904762;401445;6.5
192-98-7397;C;Naypyitaw;Normal;Male;Fashion accessories;12.78;1;0.639;13419;08/01/2019;14:11:00;Ewallet;4761904762;0.639;9.5
301-11-9629;A;Yangon;Normal;Female;Sports and travel;19.1;7;6685;140385;15/01/2019;10:43:00;Cash;4761904762;6685;9.7
390-80-5128;B;Mandalay;Member;Female;Health and beauty;19.15;1;0.9575;201075;28/01/2019;17:58:00;Credit card;4761904762;0.9575;9.5
235-46-8343;C;Naypyitaw;Member;Male;Food and beverages;27.66;10;13.83;290.43;14/02/2019;11:26:00;Credit card;4761904762;13.83;8.9
453-12-7053;C;Naypyitaw;Normal;Male;Fashion accessories;45.74;3;6861;144081;10/03/2019;17:38:00;Credit card;4761904762;6861;6.5
296-11-7041;B;Mandalay;Member;Female;Health and beauty;27.07;1;13535;284235;12/01/2019;20:07:00;Credit card;4761904762;13535;5.3
449-27-2918;B;Mandalay;Member;Female;Sports and travel;39.12;1;1956;41076;26/03/2019;11:02:00;Credit card;4761904762;1956;9.6
891-01-7034;B;Mandalay;Normal;Female;Electronic accessories;74.71;6;22413;470673;01/01/2019;19:07:00;Cash;4761904762;22413;6.7
744-09-5786;B;Mandalay;Normal;Male;Electronic accessories;22.01;6;6603;138663;02/01/2019;18:50:00;Cash;4761904762;6603;7.6
727-17-0390;A;Yangon;Normal;Female;Food and beverages;63.61;5;159025;3339525;16/03/2019;12:43:00;Ewallet;4761904762;159025;4.8
568-88-3448;A;Yangon;Normal;Male;Health and beauty;25.0;1;1.25;26.25;03/03/2019;15:09:00;Ewallet;4761904762;1.25;5.5
187-83-5490;A;Yangon;Member;Male;Electronic accessories;20.77;4;4154;87234;31/01/2019;13:47:00;Cash;4761904762;4154;4.7
767-54-1907;B;Mandalay;Member;Female;Fashion accessories;29.56;5;7.39;155.19;13/02/2019;16:59:00;Cash;4761904762;7.39;6.9
710-46-4433;B;Mandalay;Member;Female;Food and beverages;77.4;9;34.83;731.43;15/02/2019;14:15:00;Credit card;4761904762;34.83;4.5
533-33-5337;B;Mandalay;Normal;Male;Electronic accessories;79.39;10;39695;833595;07/02/2019;20:24:00;Cash;4761904762;39695;6.2
325-90-8763;C;Naypyitaw;Member;Female;Electronic accessories;46.57;10;23285;488985;27/01/2019;13:58:00;Cash;4761904762;23285;7.6
729-46-7422;C;Naypyitaw;Normal;Male;Food and beverages;35.89;1;17945;376845;23/02/2019;16:52:00;Credit card;4761904762;17945;7.9
639-76-1242;C;Naypyitaw;Normal;Male;Food and beverages;40.52;5;10.13;212.73;03/02/2019;15:19:00;Cash;4761904762;10.13;4.5
234-03-4040;B;Mandalay;Member;Female;Food and beverages;73.05;10;36525;767025;03/03/2019;12:25:00;Credit card;4761904762;36525;8.7
326-71-2155;C;Naypyitaw;Normal;Female;Sports and travel;73.95;4;14.79;310.59;03/02/2019;10:02:00;Cash;4761904762;14.79;6.1
320-32-8842;C;Naypyitaw;Member;Female;Food and beverages;22.62;1;1131;23751;17/03/2019;18:58:00;Cash;4761904762;1131;6.4
470-32-9057;A;Yangon;Member;Male;Food and beverages;51.34;5;12835;269535;28/03/2019;15:31:00;Credit card;4761904762;12835;9.1
878-30-2331;C;Naypyitaw;Member;Female;Sports and travel;54.55;10;27275;572775;02/03/2019;11:22:00;Credit card;4761904762;27275;7.1
440-59-5691;C;Naypyitaw;Member;Female;Health and beauty;37.15;7;130025;2730525;08/02/2019;13:12:00;Credit card;4761904762;130025;7.7
554-53-3790;B;Mandalay;Normal;Male;Sports and travel;37.02;6;11106;233226;22/03/2019;18:33:00;Cash;4761904762;11106;4.5
746-19-0921;C;Naypyitaw;Normal;Male;Food and beverages;21.58;1;1079;22659;09/02/2019;10:02:00;Ewallet;4761904762;1079;7.2
233-34-0817;C;Naypyitaw;Member;Female;Electronic accessories;98.84;1;4942;103782;15/02/2019;11:21:00;Cash;4761904762;4942;8.4
767-05-1286;C;Naypyitaw;Member;Female;Home and lifestyle;83.77;6;25131;527751;23/01/2019;12:10:00;Ewallet;4761904762;25131;5.4
340-21-9136;A;Yangon;Member;Female;Sports and travel;40.05;4;8.01;168.21;25/01/2019;11:40:00;Cash;4761904762;8.01;9.7
405-31-3305;A;Yangon;Member;Male;Fashion accessories;43.13;10;21565;452865;02/02/2019;18:31:00;Credit card;4761904762;21565;5.5
731-59-7531;B;Mandalay;Member;Male;Health and beauty;72.57;8;29028;609588;30/03/2019;17:58:00;Cash;4761904762;29028;4.6
676-39-6028;A;Yangon;Member;Female;Electronic accessories;64.44;5;16.11;338.31;30/03/2019;17:04:00;Cash;4761904762;16.11;6.6
502-05-1910;A;Yangon;Normal;Male;Health and beauty;65.18;3;9777;205317;25/02/2019;20:35:00;Credit card;4761904762;9777;6.3
485-30-8700;A;Yangon;Normal;Female;Sports and travel;33.26;5;8315;174615;18/03/2019;16:10:00;Credit card;4761904762;8315;4.2
598-47-9715;C;Naypyitaw;Normal;Male;Electronic accessories;84.07;4;16814;353094;07/03/2019;16:54:00;Ewallet;4761904762;16814;4.4
701-69-8742;B;Mandalay;Normal;Male;Sports and travel;34.37;10;17185;360885;16/03/2019;10:11:00;Ewallet;4761904762;17185;6.7
575-67-1508;A;Yangon;Normal;Male;Electronic accessories;38.6;1;1.93;40.53;29/01/2019;11:26:00;Ewallet;4761904762;1.93;6.7
541-08-3113;C;Naypyitaw;Normal;Male;Food and beverages;65.97;8;26388;554148;02/02/2019;20:29:00;Cash;4761904762;26388;8.4
246-11-3901;C;Naypyitaw;Normal;Female;Electronic accessories;32.8;10;16.4;344.4;15/02/2019;12:12:00;Cash;4761904762;16.4;6.2
674-15-9296;A;Yangon;Normal;Male;Sports and travel;37.14;5;9285;194985;08/01/2019;13:05:00;Ewallet;4761904762;9285;5.0
305-18-3552;B;Mandalay;Member;Male;Home and lifestyle;60.38;10;30.19;633.99;12/02/2019;16:19:00;Cash;4761904762;30.19;6.0
493-65-6248;C;Naypyitaw;Member;Female;Sports and travel;36.98;10;18.49;388.29;01/01/2019;19:48:00;Credit card;4761904762;18.49;7.0
438-01-4015;B;Mandalay;Member;Female;Sports and travel;49.49;4;9898;207858;21/03/2019;15:25:00;Ewallet;4761904762;9898;6.6
709-58-4068;B;Mandalay;Normal;Female;Fashion accessories;41.09;10;20545;431445;28/02/2019;14:42:00;Cash;4761904762;20545;7.3
795-49-7276;A;Yangon;Normal;Male;Fashion accessories;37.15;4;7.43;156.03;23/03/2019;18:59:00;Ewallet;4761904762;7.43;8.3
556-72-8512;C;Naypyitaw;Normal;Male;Home and lifestyle;22.96;1;1148;24108;30/01/2019;20:47:00;Cash;4761904762;1148;4.3
627-95-3243;B;Mandalay;Member;Female;Home and lifestyle;77.68;9;34956;734076;04/02/2019;13:21:00;Ewallet;4761904762;34956;9.8
686-41-0932;B;Mandalay;Normal;Female;Fashion accessories;34.7;2;3.47;72.87;13/03/2019;19:48:00;Ewallet;4761904762;3.47;8.2
510-09-5628;A;Yangon;Member;Female;Fashion accessories;19.66;10;9.83;206.43;15/03/2019;18:20:00;Credit card;4761904762;9.83;7.2
608-04-3797;B;Mandalay;Member;Female;Health and beauty;25.32;8;10128;212688;05/03/2019;20:24:00;Ewallet;4761904762;10128;8.7
148-82-2527;C;Naypyitaw;Member;Female;Home and lifestyle;12.12;10;6.06;127.26;05/03/2019;13:44:00;Credit card;4761904762;6.06;8.4
437-53-3084;B;Mandalay;Normal;Male;Fashion accessories;99.89;2;9989;209769;26/02/2019;11:48:00;Ewallet;4761904762;9989;7.1
632-32-4574;B;Mandalay;Normal;Male;Sports and travel;75.92;8;30368;637728;20/03/2019;14:14:00;Cash;4761904762;30368;5.5
556-97-7101;C;Naypyitaw;Normal;Female;Electronic accessories;63.22;2;6322;132762;01/01/2019;15:51:00;Cash;4761904762;6322;8.5
862-59-8517;C;Naypyitaw;Normal;Female;Food and beverages;90.24;6;27072;568512;27/01/2019;11:17:00;Cash;4761904762;27072;6.2
401-18-8016;B;Mandalay;Member;Female;Sports and travel;98.13;1;49065;1030365;21/01/2019;17:36:00;Cash;4761904762;49065;8.9
420-18-8989;A;Yangon;Member;Female;Sports and travel;51.52;8;20608;432768;02/02/2019;15:47:00;Cash;4761904762;20608;9.6
277-63-2961;B;Mandalay;Member;Male;Sports and travel;73.97;1;36985;776685;03/02/2019;15:53:00;Credit card;4761904762;36985;5.4
573-98-8548;C;Naypyitaw;Member;Female;Fashion accessories;31.9;1;1595;33495;05/01/2019;12:40:00;Ewallet;4761904762;1595;9.1
620-02-2046;C;Naypyitaw;Normal;Male;Home and lifestyle;69.4;2;6.94;145.74;27/01/2019;19:48:00;Ewallet;4761904762;6.94;9.0
282-35-2475;B;Mandalay;Normal;Female;Sports and travel;93.31;2;9331;195951;25/03/2019;17:53:00;Cash;4761904762;9331;6.3
511-54-3087;B;Mandalay;Normal;Male;Sports and travel;88.45;1;44225;928725;25/02/2019;16:36:00;Credit card;4761904762;44225;9.5
726-29-6793;A;Yangon;Member;Male;Electronic accessories;24.18;8;9672;203112;28/01/2019;20:54:00;Ewallet;4761904762;9672;9.8
387-49-4215;B;Mandalay;Member;Female;Sports and travel;48.5;3;7275;152775;08/01/2019;12:50:00;Cash;4761904762;7275;6.7
862-17-9201;B;Mandalay;Normal;Female;Food and beverages;84.05;6;25215;529515;29/01/2019;10:48:00;Credit card;4761904762;25215;7.7
291-21-5991;B;Mandalay;Member;Male;Health and beauty;61.29;5;153225;3217725;29/03/2019;14:28:00;Cash;4761904762;153225;7.0
602-80-9671;C;Naypyitaw;Member;Female;Home and lifestyle;15.95;6;4785;100485;09/02/2019;17:15:00;Credit card;4761904762;4785;5.1
347-72-6115;B;Mandalay;Member;Female;Sports and travel;90.74;7;31759;666939;16/01/2019;18:03:00;Credit card;4761904762;31759;6.2
209-61-0206;A;Yangon;Normal;Female;Home and lifestyle;42.91;5;107275;2252775;05/01/2019;17:29:00;Ewallet;4761904762;107275;6.1
595-27-4851;A;Yangon;Normal;Female;Fashion accessories;54.28;7;18998;398958;27/01/2019;18:05:00;Ewallet;4761904762;18998;9.3
189-52-0236;A;Yangon;Normal;Male;Electronic accessories;99.55;7;348425;7316925;14/03/2019;12:07:00;Cash;4761904762;348425;7.6
503-07-0930;C;Naypyitaw;Member;Male;Sports and travel;58.39;7;204365;4291665;23/02/2019;19:49:00;Credit card;4761904762;204365;8.2
413-20-6708;C;Naypyitaw;Member;Female;Fashion accessories;51.47;1;25735;540435;18/03/2019;15:52:00;Ewallet;4761904762;25735;8.5
425-85-2085;B;Mandalay;Member;Male;Health and beauty;54.86;5;13715;288015;29/03/2019;16:48:00;Ewallet;4761904762;13715;9.8
521-18-7827;C;Naypyitaw;Member;Male;Home and lifestyle;39.39;5;98475;2067975;22/01/2019;20:46:00;Credit card;4761904762;98475;8.7
220-28-1851;A;Yangon;Normal;Male;Home and lifestyle;34.73;2;3473;72933;01/03/2019;18:14:00;Ewallet;4761904762;3473;9.7
600-38-9738;C;Naypyitaw;Member;Male;Sports and travel;71.92;5;17.98;377.58;17/01/2019;15:05:00;Credit card;4761904762;17.98;4.3
734-91-1155;B;Mandalay;Normal;Female;Electronic accessories;45.71;3;68565;1439865;26/03/2019;10:34:00;Credit card;4761904762;68565;7.7
451-28-5717;C;Naypyitaw;Member;Female;Home and lifestyle;83.17;6;24951;523971;20/03/2019;11:23:00;Cash;4761904762;24951;7.3
609-81-8548;A;Yangon;Member;Female;Home and lifestyle;37.44;6;11232;235872;06/02/2019;13:55:00;Credit card;4761904762;11232;5.9
133-14-7229;C;Naypyitaw;Normal;Male;Health and beauty;62.87;2;6287;132027;01/01/2019;11:43:00;Cash;4761904762;6287;5.0
534-01-4457;A;Yangon;Normal;Male;Food and beverages;81.71;6;24513;514773;27/01/2019;14:36:00;Credit card;4761904762;24513;8.0
719-89-8991;A;Yangon;Member;Female;Sports and travel;91.41;5;228525;4799025;25/02/2019;16:03:00;Ewallet;4761904762;228525;7.1
286-62-6248;B;Mandalay;Normal;Male;Fashion accessories;39.21;4;7842;164682;16/01/2019;20:03:00;Credit card;4761904762;7842;9.0
339-38-9982;B;Mandalay;Member;Male;Fashion accessories;59.86;2;5986;125706;13/01/2019;14:55:00;Ewallet;4761904762;5986;6.7
827-44-5872;B;Mandalay;Member;Female;Food and beverages;54.36;10;27.18;570.78;07/02/2019;11:28:00;Credit card;4761904762;27.18;6.1
827-77-7633;A;Yangon;Normal;Male;Sports and travel;98.09;9;441405;9269505;17/02/2019;19:41:00;Cash;4761904762;441405;9.3
287-83-1405;A;Yangon;Normal;Male;Health and beauty;25.43;6;7629;160209;12/02/2019;19:01:00;Ewallet;4761904762;7629;7.0
435-13-4908;A;Yangon;Member;Male;Fashion accessories;86.68;8;34672;728112;24/01/2019;18:04:00;Credit card;4761904762;34672;7.2
857-67-9057;B;Mandalay;Normal;Male;Electronic accessories;22.95;10;11475;240975;06/02/2019;19:20:00;Ewallet;4761904762;11475;8.2
236-27-1144;C;Naypyitaw;Normal;Female;Food and beverages;16.31;9;73395;1541295;26/03/2019;10:31:00;Ewallet;4761904762;73395;8.4
892-05-6689;A;Yangon;Normal;Female;Home and lifestyle;28.32;5;7.08;148.68;11/03/2019;13:28:00;Ewallet;4761904762;7.08;6.2
583-41-4548;C;Naypyitaw;Normal;Male;Home and lifestyle;16.67;7;58345;1225245;07/02/2019;11:36:00;Ewallet;4761904762;58345;7.4
339-12-4827;B;Mandalay;Member;Female;Fashion accessories;73.96;1;3698;77658;05/01/2019;11:32:00;Credit card;4761904762;3698;5.0
643-38-7867;A;Yangon;Normal;Male;Home and lifestyle;97.94;1;4897;102837;07/03/2019;11:44:00;Ewallet;4761904762;4897;6.9
308-81-0538;A;Yangon;Normal;Female;Fashion accessories;73.05;4;14.61;306.81;25/02/2019;17:16:00;Credit card;4761904762;14.61;4.9
358-88-9262;C;Naypyitaw;Member;Female;Food and beverages;87.48;6;26244;551124;01/02/2019;18:43:00;Ewallet;4761904762;26244;5.1
460-35-4390;A;Yangon;Normal;Male;Home and lifestyle;30.68;3;4602;96642;22/01/2019;11:00:00;Ewallet;4761904762;4602;9.1
343-87-0864;C;Naypyitaw;Member;Male;Health and beauty;75.88;1;3794;79674;03/01/2019;10:30:00;Credit card;4761904762;3794;7.1
173-50-1108;B;Mandalay;Member;Female;Sports and travel;20.18;4;4036;84756;13/02/2019;12:14:00;Credit card;4761904762;4036;5.0
243-47-2663;C;Naypyitaw;Member;Male;Electronic accessories;18.77;6;5631;118251;28/01/2019;16:43:00;Credit card;4761904762;5631;5.5
841-18-8232;B;Mandalay;Normal;Female;Food and beverages;71.2;1;3.56;74.76;05/01/2019;20:40:00;Credit card;4761904762;3.56;9.2
701-23-5550;B;Mandalay;Member;Male;Home and lifestyle;38.81;4;7762;163002;19/03/2019;13:40:00;Ewallet;4761904762;7762;4.9
647-50-1224;A;Yangon;Normal;Female;Fashion accessories;29.42;10;14.71;308.91;12/01/2019;16:23:00;Ewallet;4761904762;14.71;8.9
541-48-8554;A;Yangon;Normal;Male;Sports and travel;60.95;9;274275;5759775;07/01/2019;12:08:00;Credit card;4761904762;274275;6.0
539-21-7227;B;Mandalay;Normal;Female;Sports and travel;51.54;5;12885;270585;26/01/2019;17:45:00;Cash;4761904762;12885;4.2
213-32-1216;A;Yangon;Normal;Female;Electronic accessories;66.06;6;19818;416178;23/01/2019;10:28:00;Cash;4761904762;19818;7.3
747-58-7183;B;Mandalay;Normal;Male;Fashion accessories;57.27;3;85905;1804005;09/02/2019;20:31:00;Ewallet;4761904762;85905;6.5
582-52-8065;B;Mandalay;Normal;Female;Fashion accessories;54.31;9;244395;5132295;22/02/2019;10:49:00;Cash;4761904762;244395;8.9
210-57-1719;B;Mandalay;Normal;Female;Health and beauty;58.24;9;26208;550368;05/02/2019;12:34:00;Cash;4761904762;26208;9.7
399-69-4630;C;Naypyitaw;Normal;Male;Electronic accessories;22.21;6;6663;139923;07/03/2019;10:23:00;Credit card;4761904762;6663;8.6
134-75-2619;A;Yangon;Member;Male;Electronic accessories;19.32;7;6762;142002;25/03/2019;18:51:00;Cash;4761904762;6762;6.9
356-44-8813;B;Mandalay;Normal;Male;Home and lifestyle;37.48;3;5622;118062;20/01/2019;13:45:00;Credit card;4761904762;5622;7.7
198-66-9832;B;Mandalay;Member;Female;Fashion accessories;72.04;2;7204;151284;04/02/2019;19:38:00;Cash;4761904762;7204;9.5
283-26-5248;C;Naypyitaw;Member;Female;Food and beverages;98.52;10;49.26;1034.46;30/01/2019;20:23:00;Ewallet;4761904762;49.26;4.5
712-39-0363;A;Yangon;Member;Male;Food and beverages;41.66;6;12498;262458;02/01/2019;15:24:00;Ewallet;4761904762;12498;5.6
218-59-9410;A;Yangon;Member;Female;Home and lifestyle;72.42;3;10863;228123;29/03/2019;16:54:00;Ewallet;4761904762;10863;8.2
174-75-0888;B;Mandalay;Normal;Male;Electronic accessories;21.58;9;9711;203931;14/03/2019;12:32:00;Cash;4761904762;9711;7.3
866-99-7614;C;Naypyitaw;Normal;Male;Food and beverages;89.2;10;44.6;936.6;11/02/2019;15:42:00;Credit card;4761904762;44.6;4.4
134-54-4720;B;Mandalay;Normal;Female;Electronic accessories;42.42;8;16968;356328;30/01/2019;13:58:00;Ewallet;4761904762;16968;5.7
760-90-2357;A;Yangon;Member;Male;Electronic accessories;74.51;6;22353;469413;20/03/2019;15:08:00;Ewallet;4761904762;22353;5.0
514-37-2845;B;Mandalay;Normal;Male;Fashion accessories;99.25;2;9925;208425;20/03/2019;13:02:00;Cash;4761904762;9925;9.0
698-98-5964;A;Yangon;Normal;Female;Food and beverages;81.21;10;40605;852705;17/01/2019;13:01:00;Credit card;4761904762;40605;6.3
718-57-9773;C;Naypyitaw;Normal;Female;Sports and travel;49.33;10;24665;517965;03/02/2019;16:40:00;Credit card;4761904762;24665;9.4
651-88-7328;A;Yangon;Normal;Female;Fashion accessories;65.74;9;29583;621243;01/01/2019;13:55:00;Cash;4761904762;29583;7.7
241-11-2261;B;Mandalay;Normal;Female;Fashion accessories;79.86;7;27951;586971;10/01/2019;10:33:00;Credit card;4761904762;27951;5.5
408-26-9866;C;Naypyitaw;Normal;Female;Sports and travel;73.98;7;25893;543753;02/03/2019;16:42:00;Ewallet;4761904762;25893;4.1
834-83-1826;B;Mandalay;Member;Female;Home and lifestyle;82.04;5;20.51;430.71;25/02/2019;17:16:00;Credit card;4761904762;20.51;7.6
343-61-3544;B;Mandalay;Member;Male;Sports and travel;26.67;10;13335;280035;29/01/2019;11:48:00;Cash;4761904762;13335;8.6
239-48-4278;A;Yangon;Member;Male;Food and beverages;10.13;7;35455;744555;10/03/2019;19:35:00;Ewallet;4761904762;35455;8.3
355-34-6244;B;Mandalay;Normal;Male;Food and beverages;72.39;2;7239;152019;13/01/2019;19:55:00;Credit card;4761904762;7239;8.1
550-84-8664;A;Yangon;Normal;Male;Sports and travel;85.91;5;214775;4510275;22/03/2019;14:33:00;Credit card;4761904762;214775;8.6
339-96-8318;B;Mandalay;Member;Male;Fashion accessories;81.31;7;284585;5976285;01/03/2019;19:49:00;Ewallet;4761904762;284585;6.3
458-61-0011;B;Mandalay;Normal;Male;Food and beverages;60.3;4;12.06;253.26;20/02/2019;18:43:00;Cash;4761904762;12.06;5.8
592-34-6155;C;Naypyitaw;Normal;Male;Food and beverages;31.77;4;6354;133434;14/01/2019;14:43:00;Ewallet;4761904762;6354;6.2
